profile,index,source_row,case_id,ia,ib,ic,theta_e,we,id_ref,iq_ref,vdc,pi_reset,uq_zero_en,i_alpha_source,i_alpha_fixed,i_alpha_error,i_beta_source,i_beta_fixed,i_beta_error,id_source,id_fixed,id_error,iq_source,iq_fixed,iq_error,ud_lim_source,ud_lim_fixed,ud_lim_error,uq_lim_source,uq_lim_fixed,uq_lim_error,v_alpha_source,v_alpha_fixed,v_alpha_error,v_beta_source,v_beta_fixed,v_beta_error,ud_raw_source,ud_raw_fixed,ud_raw_error,uq_raw_source,uq_raw_fixed,uq_raw_error,t1_source,t1_fixed,t1_error,t2_source,t2_fixed,t2_error,duty_u_source,duty_u_fixed,duty_u_error,duty_v_source,duty_v_fixed,duty_v_error,duty_w_source,duty_w_fixed,duty_w_error,du_d_z_source,du_d_z_fixed,du_d_z_error,du_q_z_source,du_q_z_fixed,du_q_z_error,sector_source,sector_fixed,sat_old_source,sat_old_fixed
0,30,31,sector_75_reset1,0,0,0,0,0,0,0,1572864,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0
0,31,32,sector_75_reset2,0,0,0,0,0,0,0,1572864,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0
0,32,33,sector_75,0,0,0,0,0,8481,31651,1572864,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.564549042129873,0.564544677734375,4.36439549800216e-06,2.10692570859303,2.106903076171875,2.2632421154966664e-05,0.564549042129873,0.564544677734375,4.36439549800216e-06,2.10692570859303,2.106903076171875,2.2632421154966664e-05,0.564549042129873,0.5645502209663391,1.1788364661091677e-06,2.10692570859303,2.1068952083587646,3.0500234265318227e-05,0.020370293759307396,0.020370021928101778,2.718312056178285e-07,0.0556546088924245,0.055654064286500216,5.446059242811274e-07,0.482357842433441,0.4823579788208008,1.3638735979482064e-07,0.461987548674134,0.4619879722595215,4.235853874878792e-07,0.5380124513258661,0.5380120277404785,4.2358538754339037e-07,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0,33,34,sector_135_reset1,0,0,0,0,0,0,0,1572864,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0
0,34,35,sector_135_reset2,0,0,0,0,0,0,0,1572864,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0
0,35,36,sector_135,0,0,0,0,0,-23170,23170,1572864,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.54237666646316,-1.5423583984375,1.8268025659962106e-05,1.54237666646316,1.5423583984375,1.8268025659962106e-05,-1.54237666646316,-1.5423583984375,1.8268025659962106e-05,1.54237666646316,1.5423583984375,1.8268025659962106e-05,-1.54237666646316,-1.5423450469970703,3.1619466089649606e-05,1.54237666646316,1.5423450469970703,3.1619466089649606e-05,0.0556573046662674,0.05565664544701576,6.592192516377549e-07,0.0203722251362009,0.020371983759105206,2.4137709569299615e-07,0.538014764901234,0.53801429271698,4.7218425403006137e-07,0.46198523509876604,0.46198570728302,4.721842539745502e-07,0.5176425397650329,0.5176423192024231,2.205626098428226e-07,0.0,0.0,0.0,0.0,0.0,0.0,5,5,0,0
0,36,37,sector_195_reset1,0,0,0,0,0,0,0,1572864,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0
0,37,38,sector_195_reset2,0,0,0,0,0,0,0,1572864,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0
0,38,39,sector_195,0,0,0,0,0,-31651,-8481,1572864,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.10692570859303,-2.106903076171875,2.2632421154966664e-05,-0.564549042129872,-0.564544677734375,4.36439549700296e-06,-2.10692570859303,-2.106903076171875,2.2632421154966664e-05,-0.564549042129872,-0.564544677734375,4.36439549700296e-06,-2.10692570859303,-2.1068952083587646,3.0500234265318227e-05,-0.564549042129872,-0.5645502209663391,1.1788364671083684e-06,0.020371987414024,0.02037182985804975,1.5755597424990664e-07,0.0556560227584391,0.055655394215136766,6.28543302336193e-07,0.538014005086232,0.5380136370658875,3.68020344532205e-07,0.482357982327792,0.4823582172393799,2.349115879041186e-07,0.461985994913769,0.46198636293411255,3.680203435330043e-07,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0,0
0,39,40,sector_255_reset1,0,0,0,0,0,0,0,1572864,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0
0,40,41,sector_255_reset2,0,0,0,0,0,0,0,1572864,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0
